segment_id,time_step,load_cycles,wear_level,alignment_deviation,vibration_index,environment_factor,degradation_rate,risk_score,fault_label
4,528,952,0.237,0.38,15.7,1.17,0.021,0.153,Normal
4,529,581,0.237,0.37,15.7,0.93,0.059,0.153,Normal
4,530,292,0.237,0.4,15.8,1.16,0.011,0.154,Normal
4,531,361,0.237,0.43,16.0,1.06,0.083,0.156,Normal
4,532,894,0.239,0.46,16.1,0.9,0.144,0.157,Normal
4,533,329,0.239,0.47,16.2,1.13,0.05,0.158,Normal
4,534,615,0.239,0.51,16.4,0.82,0.04,0.16,Normal
4,535,951,0.24,0.5,16.4,1.17,0.066,0.16,Normal
4,536,927,0.241,0.48,16.4,0.95,0.109,0.16,Normal
4,537,109,0.241,0.49,16.4,1.04,0.034,0.16,Normal
4,538,338,0.241,0.48,16.4,0.99,0.044,0.16,Normal
4,539,479,0.241,0.47,16.3,1.15,0.06,0.159,Normal
4,540,259,0.241,0.49,16.4,0.84,0.049,0.16,Normal
4,541,467,0.241,0.5,16.5,0.92,0.021,0.161,Normal
4,542,587,0.241,0.51,16.5,0.88,0.037,0.161,Normal
4,543,974,0.242,0.52,16.6,1.01,0.014,0.162,Normal
4,544,724,0.242,0.53,16.6,1.08,0.016,0.162,Normal
4,545,724,0.242,0.54,16.7,0.99,0.071,0.163,Normal
4,546,229,0.242,0.51,16.6,0.9,0.043,0.162,Normal
4,547,994,0.243,0.53,16.7,1.05,0.067,0.163,Normal
4,548,566,0.243,0.52,16.7,0.88,0.013,0.163,Normal
4,549,898,0.243,0.53,16.7,1.17,0.014,0.163,Normal
4,550,832,0.244,0.52,16.7,0.94,0.08,0.163,Normal
4,551,116,0.244,0.52,16.7,0.82,0.126,0.163,Normal
4,552,745,0.244,0.52,16.8,1.0,0.059,0.164,Normal
4,553,431,0.245,0.52,16.8,0.82,0.064,0.164,Normal
4,554,393,0.245,0.53,16.8,0.87,0.133,0.165,Normal
4,555,475,0.245,0.56,17.0,1.14,0.017,0.166,Normal
4,556,551,0.245,0.55,16.9,0.84,0.024,0.166,Normal
4,557,405,0.246,0.55,16.9,0.84,0.096,0.166,Normal
4,558,529,0.246,0.52,16.8,1.19,0.011,0.164,Normal
4,559,506,0.246,0.59,17.1,0.9,0.017,0.167,Normal
4,560,815,0.246,0.56,17.0,0.87,0.06,0.166,Normal
4,561,936,0.247,0.57,17.1,1.13,0.053,0.167,Normal
4,562,707,0.247,0.59,17.2,0.99,0.054,0.168,Normal
4,563,980,0.248,0.58,17.2,1.1,0.076,0.168,Normal
4,564,511,0.248,0.55,17.1,1.06,0.071,0.167,Normal
4,565,402,0.249,0.57,17.2,1.19,0.074,0.168,Normal
4,566,411,0.249,0.59,17.3,0.88,0.075,0.169,Normal
4,567,632,0.25,0.6,17.4,1.19,0.108,0.17,Normal
4,568,215,0.25,0.59,17.4,0.94,0.075,0.17,Normal
4,569,308,0.25,0.59,17.4,1.1,0.051,0.17,Normal
4,570,698,0.25,0.59,17.4,1.15,0.021,0.17,Normal
4,571,983,0.251,0.63,17.6,1.12,0.037,0.172,Normal
4,572,465,0.251,0.62,17.6,1.09,0.067,0.172,Normal
4,573,747,0.252,0.66,17.7,1.19,0.068,0.174,Normal
4,574,154,0.252,0.65,17.7,0.85,0.076,0.173,Normal
4,575,472,0.252,0.65,17.8,0.97,0.13,0.174,Normal
4,576,280,0.252,0.65,17.8,1.15,0.042,0.174,Normal
4,577,463,0.253,0.68,17.9,1.19,0.048,0.175,Normal
4,578,805,0.253,0.7,18.0,1.11,0.045,0.176,Normal
4,579,712,0.253,0.72,18.1,0.83,0.041,0.177,Normal
4,580,764,0.254,0.72,18.1,0.84,0.072,0.178,Normal
4,581,502,0.254,0.69,18.0,0.83,0.056,0.176,Normal
4,582,432,0.254,0.71,18.1,0.82,0.088,0.178,Normal
4,583,707,0.254,0.73,18.2,0.83,0.015,0.178,Normal
4,584,468,0.255,0.74,18.2,0.96,0.011,0.179,Normal
4,585,811,0.255,0.73,18.2,1.02,0.071,0.179,Normal
4,586,141,0.255,0.74,18.3,0.86,0.014,0.179,Normal
4,587,277,0.255,0.73,18.2,0.91,0.051,0.179,Normal
4,588,841,0.256,0.76,18.4,0.97,0.137,0.18,Normal
4,589,879,0.257,0.76,18.4,1.04,0.033,0.181,Normal
4,590,777,0.257,0.75,18.4,0.98,0.032,0.18,Normal
4,591,372,0.257,0.73,18.3,0.83,0.068,0.18,Normal
4,592,402,0.257,0.74,18.4,1.18,0.051,0.181,Normal
4,593,366,0.258,0.75,18.5,0.96,0.074,0.181,Normal
4,594,712,0.258,0.75,18.5,0.85,0.055,0.181,Normal
4,595,313,0.258,0.74,18.4,1.05,0.062,0.181,Normal
4,596,582,0.259,0.77,18.6,0.96,0.13,0.182,Normal
4,597,102,0.259,0.78,18.7,0.89,0.041,0.183,Normal
4,598,720,0.259,0.8,18.8,1.04,0.056,0.184,Normal
4,599,678,0.259,0.8,18.8,1.06,0.017,0.184,Normal
4,600,843,0.26,0.8,18.8,0.88,0.045,0.184,Normal
4,601,313,0.26,0.8,18.8,0.83,0.036,0.184,Normal
4,602,980,0.26,0.82,18.9,0.84,0.069,0.186,Normal
4,603,918,0.261,0.81,18.9,1.0,0.064,0.186,Normal
4,604,603,0.261,0.84,19.0,1.07,0.036,0.187,Normal
4,605,634,0.262,0.8,18.9,1.07,0.074,0.186,Normal
4,606,308,0.262,0.78,18.9,0.99,0.104,0.185,Normal
4,607,846,0.263,0.79,18.9,1.1,0.097,0.186,Normal
4,608,157,0.263,0.8,19.0,1.0,0.05,0.186,Normal
4,609,651,0.264,0.83,19.1,1.06,0.059,0.188,Normal
4,610,967,0.264,0.81,19.1,0.96,0.065,0.187,Normal
4,611,659,0.264,0.79,19.0,1.18,0.03,0.186,Normal
4,612,394,0.265,0.82,19.1,1.01,0.046,0.188,Normal
4,613,615,0.265,0.88,19.4,0.85,0.016,0.19,Normal
4,614,103,0.265,0.93,19.6,0.84,0.057,0.193,Normal
4,615,516,0.265,0.94,19.6,1.17,0.024,0.193,Normal
4,616,403,0.265,0.91,19.5,0.81,0.034,0.192,Normal
4,617,702,0.265,0.93,19.6,1.0,0.055,0.193,Normal
4,618,975,0.266,0.95,19.7,1.0,0.034,0.194,Normal
4,619,626,0.266,0.97,19.9,1.05,0.075,0.195,Normal
4,620,686,0.266,1.01,20.0,0.91,0.053,0.197,Normal
4,621,791,0.267,1.01,20.1,0.94,0.075,0.197,Normal
4,622,525,0.267,1.02,20.1,1.18,0.062,0.198,Normal
4,623,554,0.268,1.02,20.2,0.92,0.07,0.198,Normal
4,624,778,0.268,1.0,20.1,1.09,0.033,0.197,Normal
4,625,899,0.269,1.0,20.1,0.89,0.09,0.198,Normal
4,626,308,0.269,1.02,20.2,0.87,0.036,0.199,Normal
4,627,743,0.269,0.99,20.1,0.82,0.039,0.198,Normal
4,628,400,0.269,0.98,20.1,1.16,0.011,0.197,Normal
4,629,513,0.269,0.94,19.9,1.14,0.02,0.196,Normal
4,630,199,0.27,0.96,20.0,1.16,0.124,0.197,Normal
4,631,850,0.27,0.94,20.0,1.13,0.025,0.196,Normal
4,632,384,0.27,0.97,20.1,0.99,0.035,0.197,Normal
4,633,474,0.27,0.99,20.2,0.97,0.037,0.198,Normal
4,634,229,0.27,0.99,20.2,1.0,0.065,0.198,Normal
4,635,577,0.271,0.96,20.1,0.89,0.064,0.197,Normal
4,636,523,0.271,0.99,20.2,1.11,0.013,0.199,Normal
4,637,392,0.271,0.97,20.1,0.86,0.04,0.198,Normal
4,638,365,0.271,0.97,20.1,0.94,0.057,0.198,Normal
4,639,215,0.271,1.0,20.3,1.11,0.059,0.199,Normal
4,640,665,0.272,1.0,20.3,0.8,0.091,0.2,Normal
4,641,708,0.272,1.01,20.4,1.17,0.034,0.2,Normal
4,642,529,0.272,1.02,20.4,0.99,0.095,0.201,Normal
4,643,623,0.273,1.02,20.4,1.18,0.067,0.201,Normal
4,644,743,0.273,1.02,20.5,1.16,0.045,0.201,Normal
4,645,533,0.273,1.04,20.6,1.04,0.036,0.202,Normal
4,646,118,0.274,1.09,20.8,0.85,0.053,0.204,Normal
4,647,702,0.274,1.11,20.9,1.18,0.065,0.206,Normal
4,648,863,0.275,1.11,20.9,1.16,0.063,0.206,Normal
4,649,953,0.275,1.12,21.0,1.06,0.071,0.207,Normal
4,650,615,0.276,1.11,21.0,1.12,0.052,0.206,Normal
4,651,540,0.276,1.16,21.2,0.86,0.031,0.209,Normal
4,652,747,0.276,1.16,21.2,0.93,0.022,0.209,Normal
4,653,151,0.276,1.17,21.2,0.93,0.072,0.209,Normal
4,654,479,0.276,1.2,21.4,0.86,0.065,0.211,Normal
4,655,405,0.277,1.19,21.4,1.02,0.074,0.211,Normal
4,656,796,0.277,1.21,21.5,0.81,0.055,0.212,Normal
4,657,277,0.277,1.22,21.5,0.86,0.079,0.212,Normal
4,658,693,0.277,1.23,21.6,1.08,0.026,0.213,Normal
4,659,971,0.278,1.23,21.6,0.82,0.032,0.213,Normal
4,660,997,0.278,1.22,21.6,1.12,0.048,0.213,Normal
4,661,788,0.279,1.21,21.5,0.93,0.036,0.212,Normal
4,662,752,0.279,1.16,21.4,1.09,0.038,0.211,Normal
4,663,748,0.279,1.18,21.5,1.02,0.074,0.212,Normal
4,664,669,0.28,1.17,21.4,0.86,0.017,0.211,Normal
4,665,465,0.28,1.16,21.4,0.99,0.018,0.211,Normal
4,666,625,0.28,1.15,21.4,1.01,0.01,0.21,Normal
4,667,346,0.28,1.13,21.3,0.89,0.08,0.21,Normal
4,668,1000,0.281,1.11,21.3,0.87,0.142,0.21,Normal
4,669,930,0.282,1.1,21.3,0.85,0.068,0.21,Normal
4,670,563,0.282,1.11,21.3,0.81,0.051,0.21,Normal
4,671,708,0.282,1.09,21.3,1.03,0.033,0.209,Normal
4,672,860,0.283,1.07,21.2,1.01,0.067,0.209,Normal
4,673,208,0.283,1.1,21.4,1.1,0.011,0.21,Normal
4,674,479,0.284,1.09,21.4,1.1,0.143,0.21,Normal
4,675,157,0.284,1.1,21.4,1.17,0.012,0.211,Normal
4,676,214,0.284,1.11,21.4,1.19,0.034,0.211,Normal
4,677,850,0.284,1.11,21.5,1.03,0.071,0.211,Normal
4,678,866,0.285,1.11,21.5,0.94,0.05,0.212,Normal
4,679,561,0.285,1.11,21.5,0.9,0.077,0.212,Normal
4,680,880,0.285,1.06,21.4,0.88,0.044,0.21,Normal
4,681,910,0.286,1.06,21.4,1.16,0.053,0.21,Normal
4,682,839,0.286,1.05,21.4,0.95,0.012,0.21,Normal
4,683,487,0.286,1.07,21.4,1.0,0.043,0.211,Normal
4,684,603,0.286,1.08,21.5,0.87,0.033,0.212,Normal
4,685,282,0.287,1.06,21.4,0.84,0.056,0.211,Normal
4,686,405,0.287,1.05,21.4,1.06,0.032,0.21,Normal
4,687,318,0.287,1.05,21.4,1.15,0.06,0.211,Normal
4,688,940,0.288,1.08,21.6,1.12,0.089,0.212,Normal
4,689,948,0.289,1.08,21.6,1.13,0.106,0.213,Normal
4,690,346,0.289,1.05,21.6,0.99,0.07,0.212,Normal
4,691,715,0.29,1.04,21.5,0.86,0.061,0.212,Normal
4,692,687,0.29,1.01,21.4,0.97,0.067,0.211,Normal
4,693,431,0.291,1.02,21.5,1.0,0.134,0.211,Normal
4,694,664,0.291,1.03,21.6,0.9,0.026,0.212,Normal
4,695,158,0.291,1.07,21.7,1.09,0.054,0.214,Normal
4,696,363,0.291,1.1,21.9,0.82,0.134,0.215,Normal
4,697,272,0.291,1.11,21.9,0.9,0.07,0.216,Normal
4,698,946,0.292,1.13,22.0,0.8,0.026,0.216,Normal
4,699,408,0.292,1.16,22.2,1.0,0.04,0.218,Normal
4,700,388,0.292,1.19,22.3,0.86,0.057,0.219,Normal
4,701,711,0.292,1.19,22.3,0.83,0.031,0.22,Normal
4,702,472,0.292,1.18,22.2,1.08,0.025,0.219,Normal
4,703,882,0.293,1.17,22.3,1.13,0.038,0.219,Normal
4,704,115,0.293,1.17,22.3,0.94,0.055,0.219,Normal
4,705,229,0.293,1.16,22.2,0.84,0.018,0.218,Normal
4,706,412,0.293,1.14,22.1,1.01,0.05,0.218,Normal
4,707,982,0.294,1.13,22.1,1.09,0.061,0.218,Normal
4,708,517,0.294,1.14,22.2,0.89,0.02,0.218,Normal
4,709,658,0.294,1.17,22.3,0.87,0.047,0.22,Normal
4,710,282,0.294,1.2,22.5,1.03,0.05,0.221,Normal
4,711,163,0.294,1.24,22.6,0.99,0.027,0.223,Normal
4,712,704,0.295,1.24,22.7,0.97,0.059,0.223,Normal
4,713,922,0.295,1.23,22.6,1.19,0.036,0.223,Normal
4,714,630,0.295,1.22,22.6,1.1,0.037,0.222,Normal
4,715,800,0.296,1.24,22.7,1.1,0.048,0.223,Normal
4,716,652,0.296,1.22,22.7,0.97,0.058,0.223,Normal
4,717,152,0.296,1.24,22.7,0.86,0.026,0.224,Normal
4,718,474,0.297,1.24,22.8,1.07,0.113,0.224,Normal
4,719,334,0.297,1.19,22.6,1.0,0.086,0.222,Normal
4,720,467,0.297,1.17,22.5,1.08,0.03,0.222,Normal
4,721,430,0.297,1.15,22.4,0.92,0.045,0.22,Normal
4,722,746,0.298,1.12,22.3,1.13,0.062,0.22,Normal
4,723,720,0.298,1.14,22.5,0.85,0.092,0.221,Normal
4,724,727,0.299,1.14,22.5,1.05,0.049,0.221,Normal
4,725,736,0.299,1.16,22.6,1.0,0.083,0.222,Normal
4,726,799,0.3,1.18,22.7,1.04,0.037,0.223,Normal
4,727,736,0.3,1.17,22.7,1.15,0.06,0.223,Normal
4,728,882,0.3,1.17,22.7,1.06,0.04,0.223,Normal
4,729,505,0.301,1.2,22.9,0.99,0.066,0.225,Normal
4,730,877,0.301,1.21,22.9,1.01,0.056,0.226,Normal
4,731,217,0.301,1.21,22.9,1.17,0.028,0.225,Normal
4,732,445,0.301,1.19,22.8,0.95,0.013,0.225,Normal
4,733,926,0.302,1.19,22.9,1.15,0.057,0.225,Normal
4,734,332,0.302,1.2,22.9,0.86,0.063,0.226,Normal
4,735,648,0.303,1.19,22.9,0.97,0.122,0.226,Normal
4,736,998,0.303,1.19,23.0,1.19,0.04,0.226,Normal
4,737,806,0.304,1.19,23.0,1.06,0.015,0.226,Normal
4,738,340,0.304,1.17,22.9,1.15,0.05,0.225,Normal
4,739,442,0.304,1.13,22.8,0.98,0.06,0.224,Normal
4,740,897,0.305,1.13,22.8,1.04,0.06,0.224,Normal
4,741,513,0.305,1.12,22.8,1.08,0.077,0.224,Normal
4,742,911,0.306,1.13,22.8,0.88,0.066,0.225,Normal
4,743,672,0.306,1.11,22.8,1.1,0.052,0.224,Normal
4,744,687,0.306,1.11,22.8,1.01,0.056,0.224,Normal
4,745,648,0.307,1.14,22.9,1.07,0.028,0.226,Normal
4,746,937,0.307,1.16,23.1,1.07,0.04,0.227,Normal
4,747,973,0.308,1.18,23.2,1.18,0.111,0.228,Normal
4,748,382,0.308,1.15,23.1,0.87,0.018,0.227,Normal
4,749,523,0.309,1.11,22.9,0.9,0.057,0.225,Normal
4,750,420,0.309,1.12,23.0,0.84,0.056,0.226,Normal
4,751,529,0.309,1.12,23.0,0.89,0.093,0.227,Normal
4,752,794,0.31,1.15,23.2,1.04,0.062,0.228,Normal
4,753,450,0.31,1.12,23.1,0.84,0.039,0.227,Normal
4,754,746,0.31,1.11,23.0,1.17,0.025,0.226,Normal
4,755,205,0.31,1.11,23.0,0.84,0.019,0.226,Normal
4,756,426,0.31,1.12,23.1,1.1,0.017,0.227,Normal
4,757,416,0.31,1.14,23.2,0.85,0.051,0.228,Normal
4,758,964,0.311,1.12,23.1,1.02,0.03,0.227,Normal
4,759,126,0.311,1.14,23.2,1.11,0.047,0.228,Normal
4,760,278,0.311,1.17,23.3,0.81,0.038,0.229,Normal
4,761,111,0.311,1.18,23.4,1.1,0.148,0.23,Normal
4,762,921,0.312,1.19,23.5,1.08,0.074,0.231,Normal
4,763,155,0.312,1.15,23.3,0.98,0.063,0.229,Normal
4,764,709,0.312,1.13,23.2,1.09,0.039,0.228,Normal
4,765,500,0.312,1.16,23.4,0.99,0.056,0.23,Normal
4,766,925,0.313,1.14,23.4,1.02,0.112,0.23,Normal
4,767,276,0.314,1.12,23.3,0.83,0.064,0.229,Normal
4,768,659,0.314,1.13,23.4,1.18,0.02,0.23,Normal
4,769,435,0.314,1.13,23.3,0.91,0.017,0.229,Normal
4,770,453,0.314,1.11,23.3,1.13,0.024,0.229,Normal
4,771,119,0.314,1.07,23.1,0.82,0.023,0.227,Normal
4,772,528,0.314,1.07,23.1,0.97,0.095,0.227,Normal
4,773,697,0.315,1.07,23.2,0.84,0.054,0.228,Normal
4,774,855,0.315,1.04,23.1,0.94,0.074,0.227,Normal
4,775,751,0.315,1.0,22.9,1.18,0.015,0.225,Normal
4,776,892,0.316,1.0,23.0,0.98,0.033,0.225,Normal
4,777,196,0.316,1.0,22.9,1.02,0.039,0.225,Normal
4,778,297,0.316,0.99,22.9,1.02,0.074,0.225,Normal
4,779,940,0.316,1.04,23.1,0.84,0.037,0.227,Normal
4,780,495,0.317,1.04,23.1,1.08,0.044,0.227,Normal
4,781,484,0.317,1.04,23.2,0.92,0.018,0.227,Normal
4,782,536,0.317,1.06,23.3,0.88,0.048,0.228,Normal
4,783,470,0.317,1.06,23.3,0.96,0.09,0.229,Normal
4,784,389,0.318,1.06,23.3,0.84,0.077,0.229,Normal
4,785,166,0.318,1.03,23.2,1.02,0.071,0.228,Normal
4,786,300,0.318,1.04,23.3,0.96,0.077,0.228,Normal
4,787,888,0.318,1.02,23.2,0.85,0.051,0.228,Normal
4,788,822,0.319,0.95,22.9,1.16,0.038,0.225,Normal
4,789,475,0.319,0.92,22.8,1.07,0.072,0.224,Normal
4,790,476,0.319,0.92,22.8,1.12,0.065,0.224,Normal
4,791,675,0.32,0.91,22.8,1.03,0.061,0.224,Normal
4,792,794,0.32,0.92,22.9,0.88,0.017,0.224,Normal
4,793,560,0.32,0.93,22.9,0.99,0.035,0.225,Normal
4,794,652,0.32,0.92,22.9,0.87,0.052,0.225,Normal
4,795,876,0.321,0.93,23.0,0.84,0.025,0.225,Normal
4,796,199,0.321,0.94,23.0,0.83,0.071,0.226,Normal
4,797,872,0.321,0.91,22.9,0.83,0.059,0.224,Normal
4,798,900,0.322,0.93,23.0,0.99,0.11,0.226,Normal
4,799,355,0.322,0.95,23.2,0.81,0.075,0.227,Normal
4,800,535,0.323,0.95,23.2,1.18,0.045,0.227,Normal
4,801,172,0.323,0.95,23.2,1.13,0.053,0.227,Normal
4,802,203,0.323,0.95,23.2,0.84,0.078,0.227,Normal
4,803,828,0.323,0.99,23.3,0.84,0.014,0.229,Normal
4,804,400,0.323,1.0,23.4,1.0,0.051,0.23,Normal
4,805,620,0.324,1.01,23.5,0.96,0.061,0.23,Normal
4,806,629,0.324,1.01,23.5,1.0,0.06,0.23,Normal
4,807,438,0.324,1.01,23.5,1.1,0.112,0.231,Normal
4,808,380,0.325,1.01,23.5,1.03,0.082,0.231,Normal
4,809,212,0.325,0.99,23.5,1.14,0.098,0.23,Normal
4,810,801,0.325,0.98,23.4,0.94,0.029,0.23,Normal
4,811,792,0.325,0.98,23.4,0.9,0.022,0.23,Normal
4,812,191,0.325,0.97,23.4,1.07,0.031,0.23,Normal
4,813,202,0.326,0.97,23.4,1.04,0.075,0.23,Normal
4,814,647,0.326,0.95,23.3,0.92,0.064,0.229,Normal
4,815,450,0.326,0.96,23.4,1.03,0.086,0.23,Normal
4,816,797,0.327,0.97,23.5,1.03,0.102,0.23,Normal
4,817,566,0.328,0.99,23.6,0.99,0.066,0.231,Normal
4,818,135,0.328,0.96,23.5,1.03,0.083,0.231,Normal
4,819,566,0.328,0.97,23.5,1.02,0.05,0.231,Normal
4,820,179,0.328,0.94,23.4,1.02,0.129,0.23,Normal
4,821,970,0.329,0.91,23.4,1.08,0.065,0.229,Normal
4,822,863,0.329,0.9,23.4,0.89,0.065,0.229,Normal
4,823,460,0.329,0.9,23.4,1.05,0.017,0.229,Normal
4,824,277,0.33,0.93,23.5,0.96,0.017,0.23,Normal
4,825,897,0.33,0.94,23.5,1.15,0.05,0.231,Normal
4,826,917,0.33,0.94,23.6,0.83,0.027,0.231,Normal
4,827,643,0.331,0.94,23.6,1.11,0.061,0.231,Normal
4,828,985,0.331,0.96,23.7,1.13,0.011,0.232,Normal
4,829,389,0.331,0.97,23.7,1.1,0.042,0.233,Normal
4,830,379,0.331,0.94,23.6,0.92,0.016,0.231,Normal
4,831,392,0.331,0.96,23.7,1.13,0.044,0.232,Normal
4,832,930,0.333,0.94,23.7,0.98,0.149,0.233,Normal
4,833,224,0.333,0.94,23.7,1.06,0.01,0.233,Normal
4,834,683,0.333,0.93,23.7,0.89,0.069,0.232,Normal
4,835,919,0.334,0.93,23.7,1.14,0.078,0.233,Normal
4,836,353,0.334,0.94,23.8,1.1,0.025,0.233,Normal
4,837,604,0.334,0.92,23.8,1.15,0.075,0.233,Normal
4,838,347,0.335,0.94,23.9,0.98,0.146,0.234,Normal
4,839,158,0.335,0.92,23.8,0.99,0.089,0.233,Normal
4,840,496,0.335,0.93,23.8,0.85,0.02,0.233,Normal
4,841,658,0.336,0.93,23.9,0.92,0.088,0.234,Normal
4,842,721,0.336,0.91,23.8,0.94,0.086,0.233,Normal
4,843,699,0.337,0.86,23.6,1.0,0.041,0.231,Normal
4,844,128,0.337,0.9,23.8,0.8,0.028,0.233,Normal
4,845,498,0.337,0.89,23.8,1.16,0.03,0.233,Normal
4,846,202,0.337,0.91,23.8,1.06,0.047,0.233,Normal
4,847,404,0.337,0.91,23.9,1.1,0.068,0.234,Normal
4,848,673,0.337,0.88,23.8,1.15,0.022,0.233,Normal
4,849,967,0.338,0.89,23.8,1.13,0.053,0.233,Normal
4,850,748,0.338,0.86,23.8,1.13,0.063,0.233,Normal
4,851,882,0.339,0.86,23.8,1.08,0.016,0.233,Normal
4,852,864,0.34,0.85,23.8,0.91,0.145,0.233,Normal
4,853,180,0.34,0.83,23.7,0.98,0.025,0.232,Normal
4,854,534,0.34,0.83,23.7,1.1,0.063,0.232,Normal
4,855,154,0.34,0.81,23.7,0.99,0.071,0.231,Normal
4,856,142,0.34,0.79,23.6,1.05,0.015,0.231,Normal
4,857,945,0.341,0.81,23.7,1.08,0.073,0.232,Normal
4,858,254,0.341,0.8,23.7,0.98,0.044,0.232,Normal
4,859,344,0.341,0.81,23.7,1.16,0.061,0.232,Normal
4,860,780,0.342,0.8,23.7,0.87,0.135,0.232,Normal
4,861,937,0.343,0.78,23.7,0.94,0.06,0.231,Normal
4,862,380,0.343,0.79,23.7,1.17,0.013,0.232,Normal
4,863,133,0.343,0.8,23.8,1.14,0.058,0.232,Normal
4,864,849,0.344,0.81,23.9,0.83,0.071,0.233,Normal
4,865,920,0.344,0.79,23.8,1.01,0.037,0.232,Normal
4,866,202,0.344,0.74,23.6,0.89,0.021,0.231,Normal
4,867,115,0.344,0.73,23.6,1.07,0.132,0.23,Normal
4,868,790,0.344,0.72,23.5,1.17,0.038,0.23,Normal
4,869,582,0.344,0.69,23.4,0.9,0.011,0.229,Normal
4,870,152,0.344,0.7,23.5,0.8,0.025,0.229,Normal
4,871,115,0.345,0.68,23.4,0.82,0.04,0.228,Normal
4,872,757,0.345,0.69,23.5,1.12,0.096,0.229,Normal
4,873,992,0.346,0.72,23.6,0.96,0.052,0.231,Normal
4,874,812,0.346,0.69,23.5,1.08,0.039,0.23,Normal
4,875,895,0.347,0.7,23.6,0.98,0.053,0.23,Normal
4,876,663,0.347,0.71,23.6,0.86,0.02,0.231,Normal
4,877,111,0.347,0.75,23.8,0.99,0.08,0.233,Normal
4,878,841,0.347,0.81,24.1,0.93,0.011,0.235,Normal
4,879,217,0.347,0.84,24.2,1.13,0.063,0.237,Normal
4,880,751,0.348,0.83,24.2,1.09,0.065,0.236,Normal
4,881,796,0.348,0.86,24.3,1.19,0.033,0.238,Normal
4,882,764,0.349,0.85,24.3,1.05,0.083,0.238,Normal
4,883,452,0.349,0.86,24.4,0.89,0.012,0.238,Normal
4,884,361,0.349,0.87,24.4,0.86,0.038,0.239,Normal
4,885,699,0.349,0.87,24.4,0.98,0.049,0.239,Normal
4,886,914,0.349,0.9,24.6,1.07,0.032,0.241,Normal
4,887,547,0.35,0.88,24.5,0.92,0.046,0.24,Normal
4,888,542,0.35,0.88,24.5,0.97,0.039,0.24,Normal
4,889,129,0.35,0.86,24.4,1.17,0.041,0.239,Normal
4,890,438,0.35,0.86,24.4,1.0,0.04,0.239,Normal
4,891,206,0.35,0.84,24.4,0.82,0.041,0.238,Normal
4,892,836,0.351,0.83,24.4,0.89,0.105,0.238,Normal
4,893,977,0.351,0.81,24.3,0.82,0.011,0.238,Normal
4,894,855,0.352,0.81,24.3,0.96,0.077,0.238,Normal
4,895,298,0.352,0.83,24.4,0.95,0.065,0.239,Normal
4,896,478,0.352,0.84,24.5,0.84,0.017,0.239,Normal
4,897,732,0.352,0.85,24.5,1.11,0.024,0.24,Normal
4,898,160,0.352,0.86,24.6,1.11,0.101,0.241,Normal
4,899,961,0.352,0.85,24.6,1.12,0.011,0.24,Normal
4,900,208,0.353,0.88,24.7,1.14,0.078,0.242,Normal
4,901,773,0.354,0.85,24.6,0.97,0.128,0.241,Normal
4,902,848,0.354,0.86,24.7,0.87,0.081,0.241,Normal
4,903,839,0.355,0.82,24.6,0.86,0.06,0.24,Normal
4,904,930,0.355,0.85,24.7,0.83,0.045,0.241,Normal
4,905,770,0.355,0.84,24.7,0.93,0.061,0.241,Normal
4,906,382,0.355,0.83,24.6,1.19,0.012,0.241,Normal
4,907,493,0.356,0.86,24.8,1.1,0.038,0.242,Normal
4,908,816,0.356,0.87,24.8,0.87,0.035,0.243,Normal
4,909,488,0.356,0.87,24.8,1.01,0.022,0.243,Normal
4,910,588,0.357,0.87,24.9,0.86,0.143,0.243,Normal
4,911,303,0.357,0.88,24.9,1.09,0.072,0.244,Normal
4,912,519,0.357,0.87,24.9,1.17,0.08,0.244,Normal
4,913,358,0.358,0.85,24.9,1.12,0.075,0.243,Normal
4,914,630,0.358,0.86,24.9,1.03,0.089,0.244,Normal
4,915,547,0.358,0.84,24.9,0.99,0.022,0.243,Normal
4,916,108,0.358,0.85,24.9,0.81,0.046,0.244,Normal
4,917,849,0.359,0.82,24.9,1.17,0.078,0.243,Normal
4,918,495,0.36,0.8,24.8,1.1,0.064,0.242,Normal
4,919,739,0.36,0.79,24.8,0.82,0.107,0.242,Normal
4,920,119,0.36,0.8,24.8,1.12,0.079,0.243,Normal
4,921,687,0.361,0.81,24.9,1.04,0.086,0.243,Normal
4,922,519,0.361,0.85,25.1,0.87,0.038,0.245,Normal
4,923,230,0.361,0.84,25.0,1.15,0.012,0.245,Normal
4,924,743,0.362,0.79,24.9,0.8,0.063,0.243,Normal
4,925,797,0.362,0.76,24.8,0.81,0.136,0.242,Normal
4,926,401,0.363,0.76,24.8,0.9,0.038,0.242,Normal
4,927,873,0.363,0.72,24.6,1.18,0.025,0.24,Normal
4,928,751,0.363,0.71,24.6,0.98,0.042,0.241,Normal
4,929,474,0.364,0.72,24.7,0.88,0.1,0.241,Normal
4,930,828,0.364,0.77,24.9,0.88,0.064,0.243,Normal
4,931,136,0.364,0.76,24.9,1.04,0.043,0.243,Normal
4,932,736,0.364,0.77,24.9,1.1,0.035,0.244,Normal
4,933,992,0.364,0.74,24.8,0.83,0.012,0.243,Normal
4,934,177,0.364,0.72,24.8,1.07,0.019,0.242,Normal
4,935,757,0.365,0.72,24.8,1.01,0.032,0.242,Normal
4,936,799,0.365,0.7,24.7,0.98,0.076,0.241,Normal
4,937,593,0.366,0.69,24.7,1.05,0.068,0.241,Normal
